Identifier,F518_21h,F518_29h,F518_33h,F518_37h,F518_41h,F518_45h,F518_49h,F518_53h,F518_57h
SCO0031,7.314846457,7.093725178,6.201134914,7.434955078,6.844611457,7.010638332,6.973958339,6.93859986,7.040951501
SCO0032,0.24161021,0.062248843,0.047053963,0.047053963,0.047053963,0.047053963,0.047053963,0.047053963,0.047053963
SCO0033,6.236607156,5.959299409,7.315829491,11.69600093,11.39317353,11.175912,11.27533035,11.05657952,11.14682826
SCO0034,2.764634441,3.872535274,4.257353822,4.736354785,4.534388142,4.047403798,4.480643862,4.460360478,4.666334115
SCO0035,3.2331784,2.927770595,3.485441853,2.938811582,3.125269274,3.065805091,2.597078932,3.046960202,3.356371783
SCO0036,5.108244307,5.307469056,3.573424468,3.990265347,3.700185813,3.592243439,3.966063053,3.826515429,3.718641853
SCO0037,8.761599357,8.822603115,8.103466657,7.744728915,7.46079471,7.717640688,7.823384497,7.568803818,8.074261739
SCO0038,6.376557157,7.110691758,5.601965951,6.200880377,5.163764214,5.645024626,5.640107091,5.235932033,5.906889419
SCO0039,4.961376408,5.50368789,5.325811023,5.273781498,5.393145069,5.141831978,5.327760187,4.935624745,5.027697638
SCO0040,4.303544433,4.674801347,6.319577453,5.612841895,6.622878936,6.080849636,6.012637115,5.895436234,5.901207738
SCO0041,3.365380275,3.194453965,4.602352585,4.453731928,4.783709792,4.279979347,4.728634622,4.798687545,4.524259269
SCO0042,4.160382709,4.458215029,5.556536141,5.447182809,6.065943119,5.224378209,5.822514737,5.619591145,5.599506044
SCO0043,6.238989599,6.29027397,5.946626982,6.312872233,6.117042371,6.01019,5.913891525,6.129913432,6.568093673
SCO0044,5.261338673,4.692989849,4.923752894,4.689100249,5.445246244,4.84049831,4.986502669,4.970493968,5.375905016
SCO0045,0.812968725,2.363732902,1.213087875,2.24746365,1.862188007,0.780265253,1.294879331,1.711694648,2.453687484
SCO0046,4.338720012,4.467703123,5.120187107,4.770524625,5.082896133,5.012897515,4.179145479,5.276998859,5.036250038
SCO0047,8.288224609,8.254643299,8.129920014,7.317441775,7.876278061,8.042087913,7.988652062,7.953658378,8.00447359
SCO0048,5.75951586,4.931627532,3.808392407,4.142770581,4.094743148,3.874239841,3.402540439,3.585612126,3.623666759
SCO0049,5.77772882,5.594260867,4.434880473,4.855859369,3.664544671,4.455579894,3.746550413,3.920265143,4.308153797
SCO0050,7.193776883,7.055509712,5.518153147,6.507727619,5.411559381,5.662120715,5.429599502,5.584127281,6.28373109
SCO0051,6.052427302,5.630950742,5.5675408,5.545152536,5.57596901,5.742817028,5.241873981,5.084024512,5.252863172
SCO0053,7.614235656,7.596312373,6.801208717,6.768964462,6.469338451,6.466025357,6.251455551,6.209771842,6.568174784
SCO0055,9.964700213,9.999586813,9.983553412,9.454942008,9.040951658,8.987840291,9.095325211,8.895769278,9.107153869
SCO0056,2.356539682,0.426289819,0.440958583,0.157238314,0.305433429,0.502025917,0.811706872,0.539185157,0.982701909
SCO0057,4.655714381,5.77680439,3.781467112,3.735384163,2.277144096,3.124819407,2.382026866,1.595905162,3.878958014
SCO0058,9.395822564,8.876011426,7.822925117,7.394138111,6.943292144,7.177704494,6.893544328,6.926407941,7.214727875
SCO0059,7.071339917,6.777356944,6.330640873,6.286073189,6.348668886,6.154479404,6.078757894,6.206980282,5.960290255
SCO0060,3.789385971,3.203274769,1.670486078,2.056028245,2.125747903,1.907252075,2.28832066,2.990338645,3.019752172
SCO0061,7.653638696,7.311259098,7.344817504,6.767487672,7.015077237,6.884720692,6.6555403,6.836768657,6.956893159
SCO0062,9.111856553,8.603848356,8.475165533,7.623744057,7.605130879,7.695892878,7.674195419,7.574302547,7.673416708
SCO0063,6.740331678,6.660683082,6.212044138,5.960738515,6.204247938,6.179151211,6.040603166,6.059289287,5.684129926
SCO0064,6.179255479,5.969356969,6.822762664,6.335459877,7.236976643,6.750476605,6.81183106,6.953904821,6.848699878
SCO0065,5.923373549,6.106080735,6.385445919,6.528731746,6.801679944,6.549041641,6.27572646,6.505120474,6.544913482
SCO0066,4.573409936,5.099663236,5.524882754,5.111906838,5.682295627,5.116539959,5.513559876,5.743152069,5.292512287
SCO0067,5.54758244,5.12058217,5.297374996,4.044688315,5.161417769,5.285998809,5.05831165,5.004311328,5.624962999
SCO0068,3.589225323,4.520754622,5.975246082,5.50171846,6.147615422,5.738394016,5.891526862,5.850922288,5.92881425
SCO0069,5.558231412,6.187235599,7.932590755,7.379345505,8.571297429,7.752486333,7.966377174,8.069395121,7.520654342
SCO0070,4.702935594,4.804253516,4.953554431,4.992832136,5.055465054,4.98021796,5.006554506,5.01918349,4.941646189
SCO0071,6.445132112,5.736647873,3.976420198,3.996049014,3.61099149,4.219673689,4.195222086,4.044163411,4.172474199
SCO0072,9.624090677,8.566614573,8.810338954,8.31483074,9.017091565,9.159077835,9.444011296,9.500788591,9.199862651
SCO0073,6.818747348,5.168806249,3.372098835,2.737076526,4.157823203,3.288673879,3.172919935,3.58483029,3.873564152
SCO0074,3.923319644,0.39379834,1.103691987,0.669620005,1.540293245,1.052315371,1.225595866,1.555119719,1.892917832
SCO0075,7.899607333,7.91860927,7.260172311,8.105786223,7.396087453,7.393497556,7.367006951,7.257139915,7.539286731
SCO0076,6.39851676,6.156436474,6.170205211,5.905742556,6.322254698,5.821674926,5.880663997,5.905467554,5.551895784
SCO0079,5.882271054,5.836132651,5.913926281,7.151867378,6.452422374,6.524160844,6.208099119,6.236701649,6.76860653
SCO0080,8.169580206,8.086653355,6.498960968,6.121222073,5.319600168,5.789295511,5.594062882,5.441484177,6.004378258
SCO0081,5.48873773,6.717027038,6.416476425,5.950867758,6.118125884,5.992148658,5.919502913,5.976279459,5.842039259
SCO0083,6.111314294,5.695986348,6.282883474,6.037943856,6.094867326,5.866772935,5.863665283,5.779238092,5.54452856
SCO0084,6.778936645,6.986450182,5.778192252,6.027346313,5.16770225,5.004394001,5.072875234,5.345925849,5.69046043
SCO0085,4.233875836,4.450988,4.518361143,4.525260103,4.979544129,4.885997388,4.759611712,3.980539937,4.957613483
SCO0086,6.518517099,6.519478404,6.428737175,6.284570771,6.625266881,6.341204716,6.170676985,6.26463504,6.388565209
SCO0087,7.563038516,7.268380871,6.545858378,6.889120464,6.729309552,6.527612212,6.495892871,6.424888416,6.604743536
SCO0088,8.021477815,7.888682385,7.406576767,7.578386904,7.057585525,7.029514947,6.862364326,6.941638961,7.098764413
SCO0089,8.522251989,8.569330936,7.931402317,7.988980501,7.734458398,7.815425549,7.756426058,7.782011571,7.986307978
SCO0090,2.816477152,1.934522047,2.888294942,3.112790861,3.20003463,3.103080677,2.744096683,3.342642607,3.364465412
SCO0091,2.356539682,0.062248843,0.091528318,0.287096729,0.093110377,0.155950429,0.145658647,0.249033678,0.047053963
SCO0092,3.780345876,3.775585575,3.508987267,2.864552206,3.120601734,3.556725935,3.658597275,3.280272988,3.75008289
SCO0095,5.900749595,5.335326575,5.193919086,5.292276262,5.732461743,5.319834008,5.255640801,5.305738515,5.015733156
SCO0096,9.960860777,9.883595985,9.274708736,8.851683738,8.517076075,8.594969514,8.771652995,8.594575487,8.823749904
SCO0097,9.666758655,9.753471034,8.739374511,8.5065014,7.842183549,8.312119349,8.734360328,8.43420889,8.919071675
SCO0098,0.24161021,0.062248843,0.047053963,0.060057493,0.047053963,0.047053963,0.047053963,0.047053963,0.047053963
SCO0099,7.839319464,8.028383174,7.081065539,7.538466356,7.014802819,7.090579472,7.001532567,7.078175388,7.31078597
SCO0101,8.208765236,8.408040031,7.783735551,8.182239408,7.261275362,7.524316493,7.632304675,7.504225957,7.926014398
SCO0102,8.188435989,7.297738492,6.137427593,5.804942108,5.568653344,5.478942298,5.20321688,5.579083516,5.444971666
SCO0103,8.737687081,7.868901935,7.660389886,7.084647923,6.929291732,6.984957312,6.942638187,6.891223027,6.953268138
SCO0104,7.288936108,6.572848271,5.830155726,4.985992919,5.4003838,5.446960905,5.05440284,5.102781927,5.304320221
SCO0105,6.429889551,5.970338192,4.958135562,5.205131545,5.109712198,4.857563328,4.480900342,4.751537473,4.933327694
SCO0106,7.001390831,7.434483576,5.990862717,6.475811563,5.521190414,5.564640288,5.3213798,5.342397852,5.770604941
SCO0107,8.117187472,8.17310587,7.803514124,8.533491108,6.81382136,6.950331352,7.151302707,7.0914784,7.870979589
SCO0108,4.547309593,3.092841491,1.702598636,1.174752719,1.878258241,2.077195862,2.184964462,2.25989112,1.079192277
SCO0109,6.036634804,6.065340137,5.296387565,4.962124934,5.132515841,5.22260789,5.031492348,4.918518666,4.955269522
SCO0110,7.614232738,7.87945161,7.184156315,7.361724069,7.149129127,7.407031329,7.266989264,7.248409523,7.845743559
SCO0111,5.179668434,5.164267029,5.200701727,5.423069682,5.4549428,5.090020572,5.198583616,5.231802461,4.950105592
SCO0112,1.449723807,0.062248843,1.659940006,1.069746998,1.238596084,2.064736132,1.171090723,1.791897635,1.775032665
SCO0113,2.603727768,2.489803585,3.742471692,3.342620746,3.743406899,2.610077817,3.602979031,3.525356337,3.353068446
SCO0114,7.656355355,7.592710425,6.942002889,6.726990628,6.672772586,6.804585063,6.765163751,6.556143146,6.675267551
SCO0116,7.678375792,7.771177334,6.573236644,7.036557184,6.391886175,7.040027538,6.910427481,6.974350724,7.448658491
SCO0117,5.407792048,6.070407207,5.230947767,5.162894494,5.5115836,5.699436897,5.877782626,5.807880372,5.984254656
SCO0118,9.570807904,9.489840588,9.459368878,9.953980614,9.469453473,9.271532412,9.123963724,9.122087935,9.108984606
SCO0119,5.896831902,7.59923037,7.041097434,6.114281824,5.822071386,6.046806961,5.574665411,5.843167137,6.086653588
SCO0120,5.525997552,6.602486348,6.318009106,5.698920775,6.187151428,6.152600694,6.098897831,6.240046025,6.264244943
SCO0121,6.316921447,7.440224365,6.712067936,6.301962225,5.929726466,6.332094085,6.024347202,5.849063349,6.319280735
SCO0122,5.570054975,6.889282695,7.554180911,6.862768415,7.390799663,6.57958571,6.613926701,6.59957527,6.359001178
SCO0123,5.525997552,5.966471384,6.587368349,6.123391609,6.812322591,6.240241209,6.27776738,6.352415586,5.897906386
SCO0124,5.117247669,7.109570269,7.299445598,7.517391145,7.642516325,7.01008742,7.045165117,6.989671286,6.493572254
SCO0125,5.439891869,6.328211523,7.5330844,7.216559916,7.806839281,7.125462905,7.154345115,7.119670541,6.507673327
SCO0126,6.610322343,7.434770512,9.496401025,9.135671299,9.978607596,8.821194704,9.063617698,9.083314833,8.058923668
SCO0127,6.854995165,7.803112082,9.779392877,9.343655943,10.06543863,9.018923179,9.153326344,9.174565171,8.476248868
SCO0128,3.663487655,2.565611312,2.743948566,2.846309011,3.619216176,2.27363709,3.63739329,3.094976551,2.413924778
SCO0129,4.208137423,5.101268934,4.745430309,4.562141353,4.830935109,4.37990481,4.296749004,4.23817985,3.927309881
SCO0130,6.367552139,6.328939713,6.092633271,5.483795677,5.812816578,5.503612498,5.15365738,5.451171817,5.377587225
SCO0131,5.719721022,5.355939674,5.402522809,12.46829479,11.3192575,10.9463514,10.76057728,10.76385079,10.76915511
SCO0132,8.095601814,8.891520279,9.727608806,10.2422635,10.77302295,10.87757533,10.86011928,10.57630724,10.62777001
SCO0133,5.628695889,5.057711545,4.667123422,4.084586789,4.606148282,3.741853563,3.881828208,4.261826192,4.368705813
SCO0134,5.877934277,6.133982588,3.786275305,4.600683349,4.471448482,4.649052649,4.169292715,4.495005965,3.920072053
SCO0135,6.10815757,6.470172874,5.836048337,6.71757474,6.341433449,6.636057184,6.282496632,6.390265799,6.790324727
SCO0136,7.263065828,7.068705031,7.541498216,7.607465181,7.83973362,8.034502022,7.751394424,7.742128879,7.989046682
SCO0137,7.155003054,7.082314846,6.604580787,7.644741953,6.884197847,7.550404154,7.312819906,7.30371719,7.75906158
SCO0138,6.2498079,5.956493434,5.639576511,5.622694907,5.942419114,5.637465243,5.573799483,5.60757364,5.868176848
SCO0139,4.493248104,4.623880134,3.950264709,3.295490919,3.80471583,4.129709147,4.240010371,3.820897663,3.978536082
SCO0140,6.352267634,5.963776865,5.858076145,5.549169443,5.823561279,5.849276497,5.582148376,5.230518503,5.449665444
SCO0141,6.845133642,7.785052663,8.063452507,10.24546149,10.52480525,10.6393798,10.25576843,9.250081109,9.089314971
SCO0142,7.855105399,7.891159601,8.199156863,8.299119173,8.372021151,8.095328385,7.995139926,8.001077192,7.739409176
SCO0143,6.541590498,6.139502279,5.474277277,5.711136904,5.681937842,5.739339507,5.394551799,5.588711554,5.597063354
SCO0144,6.582582277,6.462145765,5.04513661,5.347005051,5.099923255,5.50798743,5.334184482,5.197836104,5.427950773
SCO0145,8.437965325,8.147750592,7.656048403,7.48310247,7.366443591,7.51549794,7.387957888,7.352570583,7.572797285
SCO0146,1.236974422,2.305246762,2.887856409,2.751151032,1.898595141,1.636147458,1.717251826,1.567486998,1.782167991
SCO0147,7.568115306,7.155746732,6.198911828,6.054511144,5.90368588,6.409015673,6.29226557,6.315568158,6.808237201
SCO0148,6.428772541,5.977706516,4.718395825,4.369969087,4.698890124,4.911939678,4.58990821,4.773914458,5.046917891
SCO0149,2.813527709,4.367412493,4.098404167,4.882820057,5.160754269,4.92498888,4.957447156,4.995734579,5.157690428
SCO0150,6.64309609,6.438812004,5.372021532,5.301586627,5.711359507,5.795591763,5.645783167,5.891567942,6.100848667
SCO0151,6.066626102,5.519135414,4.602117055,3.512786482,4.390444914,4.223518268,4.277865362,4.521463172,4.505994043
SCO0152,6.336657502,6.184574183,7.014943871,6.644501321,7.326431364,6.910424513,6.80546475,6.982389811,6.304386893
SCO0153,6.219504781,6.527380815,4.956914645,5.669647085,5.465087173,5.65665731,5.249146139,5.253076489,5.567082546
SCO0154,5.823458271,5.945231866,5.537716812,5.059313235,5.753305888,5.388958367,5.344873041,5.22914374,5.387473297
SCO0155,7.555308634,7.995943871,6.843320007,6.489348407,6.49303736,6.749585253,6.89346797,6.929137381,7.423178537
SCO0156,1.829077893,3.010454354,3.948483851,3.098473038,3.529839226,3.722695838,3.616008057,4.04909306,4.024949571
SCO0157,4.913580933,3.926467773,4.331988572,3.24028382,3.397316753,4.289617893,3.705091209,3.810113916,3.940426485
SCO0158,4.065336536,5.241862488,6.290154585,5.654215578,6.37556994,6.148889656,6.217806054,6.201051519,5.92717237
SCO0159,4.851668114,5.067025566,5.545300312,5.362821574,5.821441408,5.724382786,5.65356843,5.70009307,5.595109088
SCO0160,6.160514057,6.486153404,6.343019472,6.241897159,6.45816966,6.420403051,6.159359259,6.053338601,6.006408167
SCO0161,3.89187402,4.17530549,4.77463326,4.073837941,4.562341932,3.969092661,3.964631759,3.608509706,3.997426542
SCO0162,10.00398014,11.21215859,11.31518679,10.86444217,10.54759748,10.08698376,9.868074016,8.798247843,8.638187512
SCO0163,7.489971595,7.790871214,8.049633034,8.036916721,8.257312687,7.79802946,7.926104724,7.391060878,7.221257486
SCO0164,6.827873031,7.44995341,8.615875226,8.104790523,8.684065961,7.95109332,8.013696357,7.958171412,7.442226027
SCO0165,8.005481584,8.252471118,7.040642427,6.976405969,6.235954931,6.413921005,6.186503887,5.73415088,5.924517624
SCO0166,7.33519059,7.537366242,6.74825217,7.580912165,6.774294499,7.11087546,7.158373678,7.030444905,7.76357201
SCO0167,11.214347,12.33407443,12.43512669,11.80818662,11.37114441,10.92686414,10.65014922,9.803404548,9.800930019
SCO0168,11.0750753,12.14361652,12.056467,11.46478752,11.0812813,10.60782795,10.37487694,9.502454175,9.601902667
SCO0169,11.36455693,12.4188594,12.33508401,11.52269703,11.23468057,10.89984796,10.68271134,9.861649114,9.900911313
SCO0170,10.27831915,11.12410772,11.06688701,10.19772062,9.846555584,9.835022155,9.66311869,8.443274622,8.728667401
SCO0171,10.60592676,11.38728366,11.25206776,10.42553652,10.29423183,10.09933636,9.86260779,8.77221553,8.638964322
SCO0172,8.456866194,9.141066154,8.498710977,8.584311482,7.615692947,7.628024282,7.428729358,6.387223412,6.529876997
SCO0173,9.861551327,10.4824846,10.12941445,9.267371005,8.683115608,8.663425331,8.695517212,7.528104839,7.72716405
SCO0174,10.91871497,11.70425868,11.63089434,10.8476802,10.30788063,10.02562813,9.752960738,8.626901373,8.405922247
SCO0175,7.360550326,7.008036506,5.626460937,4.255811083,4.315924885,4.575446039,4.039056966,3.23818094,4.362930304
SCO0176,4.718347116,5.668091535,4.406723441,4.415864979,3.559022809,4.313518051,3.820336692,3.966172634,3.872380409
SCO0177,9.93433196,11.07554456,10.93349813,10.03891418,9.528775549,9.206307587,8.996286095,7.603753246,7.531321334
SCO0178,8.912123849,8.98719288,8.372138385,7.600181218,6.998322167,7.034571493,6.940638797,5.952465928,6.196878606
SCO0179,12.24387844,13.48237133,13.32853015,12.33893643,12.36361876,12.09284044,11.70638315,10.65396322,10.57850003
SCO0180,9.622745446,10.37525497,10.23258285,9.69947273,9.465974825,9.472325325,9.487241796,8.164973844,8.095096358
SCO0181,10.85541609,12.08298832,12.04057214,11.29185273,11.05591122,10.64947779,10.40537411,9.281222938,9.102438737
SCO0182,5.403767921,3.761011118,3.428605072,2.940068711,2.445477822,2.892199537,1.702626881,2.692090341,2.511632153
SCO0183,5.384562287,4.841532009,6.270940724,6.119443896,6.495070552,6.175668248,6.428673762,6.483188736,6.012668787
SCO0184,5.598306166,5.644450693,6.91850739,6.505055471,7.188911646,6.889735603,6.789518566,6.936992751,6.590541654
SCO0185,10.90509926,8.834115224,8.170394458,8.968322821,9.16900875,8.457421305,7.683239794,7.315124064,6.666191619
SCO0186,11.25893598,9.338316678,9.026633303,9.409299823,9.706346037,8.91606732,8.074581075,7.854458036,7.365665823
SCO0187,10.42906188,8.436723038,7.65943603,8.447172928,8.63741667,8.057796818,7.361080315,7.166432033,6.685684946
SCO0188,11.15261296,9.273923078,8.538789919,9.096820919,9.288772836,8.443174528,7.8059623,7.554309888,6.863134432
SCO0189,9.086529326,7.869681636,7.75241085,7.813729106,8.377431753,7.641912466,7.424600104,7.525671791,6.717683827
SCO0190,8.111036842,6.772078698,5.885398663,6.533054186,6.483087929,5.902046418,6.044906093,5.886418425,5.623397134
SCO0191,10.69034814,8.880534674,8.083113581,8.634137907,8.662838908,7.92943323,7.499404678,7.189429266,6.749531275
SCO0192,8.179565375,8.016405383,7.334111413,7.647317027,7.533790405,7.218323208,7.060016833,7.235152175,6.939720405
SCO0193,9.345635591,9.160488332,8.146525434,8.281237381,8.057438084,7.761825318,7.833709383,7.564366806,7.462795343
SCO0194,11.62102948,9.700877961,8.789799427,9.111173314,8.92327148,8.227962778,7.461162312,6.762229119,6.700160908
SCO0195,10.53299023,8.593229521,7.454074542,8.187273102,8.158868324,7.624619724,6.999799095,6.484594851,6.31791326
SCO0196,8.935342416,7.214667101,6.007427771,6.780156522,6.379758009,6.248041302,5.639420104,5.471093335,5.17435157
SCO0197,8.823681992,9.336444993,8.550005213,7.856497642,7.580922947,8.077995375,7.981766868,7.024359976,7.59685105
SCO0198,9.47086169,9.507157342,8.900573565,8.322783437,8.428822044,8.697555408,8.620191577,7.766821347,7.983714406
SCO0199,10.35197123,10.59077619,10.15195721,9.525066917,9.63059743,9.777229776,9.69931088,8.869564077,8.947306191
SCO0200,10.59166556,11.05174123,10.66835322,9.872921566,9.814685832,9.752543484,9.72074962,8.897560727,8.988297161
SCO0201,11.77549565,12.73969353,12.61515109,11.80338159,11.44202975,11.07107511,10.77710342,9.843737943,9.894680915
SCO0202,5.630764679,6.099167093,6.247623552,5.615593922,6.238635247,5.963961246,5.713707278,5.787133568,5.445890214
SCO0203,12.00234039,12.14722784,11.95840887,11.96790273,11.91557689,11.6421538,11.60740064,11.45562856,11.50116794
SCO0204,11.8628978,12.36846467,12.17541817,11.45832236,11.23773681,10.81397963,10.47318151,9.847388699,9.803980533
SCO0205,6.007960408,6.795137318,5.874971182,5.494936262,5.418329075,5.366006083,5.387305375,5.137450457,5.185704695
SCO0206,3.57484725,4.957928141,2.798455244,2.122610178,1.332543954,1.765845453,2.244873945,1.895393749,1.892917832
SCO0207,7.567063612,8.402211713,6.911800586,6.986105981,6.180968245,6.151925187,6.058206647,6.007997904,5.596515695
SCO0208,10.95373859,11.66560606,11.65726448,10.81390416,10.98257101,10.79982635,10.73026326,9.996578912,9.711831713
SCO0209,10.22432925,11.17056478,10.90344891,10.41425696,9.909365781,9.834500275,9.689295268,8.412087327,8.681253044
SCO0210,9.976360014,10.63079934,10.01017739,9.069716728,8.517544197,8.569773945,8.543074198,7.86411463,8.075423825
SCO0211,8.562729405,9.300911443,8.575205971,7.645503757,7.178268916,7.10434651,7.0999114,6.655821327,6.748947791
SCO0212,10.23570635,10.18105482,9.428815905,8.739633284,7.932577269,7.725774652,7.462557842,7.039272802,7.583470608
SCO0213,11.12838898,11.01450831,10.67929308,9.759511732,9.381807574,9.019913169,8.760714086,8.444021944,8.543583607
SCO0214,9.40069735,10.09580536,9.568029589,8.191008254,7.866105385,7.617688763,7.268239726,7.080630975,7.472551043
SCO0215,9.587091763,10.04107461,9.534116816,8.704968302,8.417094712,8.238777538,8.085126889,7.514209001,7.703344201
SCO0216,12.53699707,13.18928831,13.11354857,12.27405188,11.55566926,10.79671243,10.41209374,10.12976611,9.792222022
SCO0217,10.66068276,11.23179091,11.13075399,10.13379445,9.483961459,9.156677831,8.813018143,8.512840948,8.313547926
SCO0218,7.4979089,7.376151952,6.419896422,5.991691047,6.03122308,6.10884207,5.688114355,5.733720344,5.411356762
SCO0219,8.81042483,9.108319462,8.269277506,7.433778672,7.030569072,6.809849355,6.765229658,6.53378634,6.654636273
SCO0220,9.093940706,9.313511914,8.336719629,7.465144299,6.128321706,6.001014018,5.377887267,5.302873608,5.682949737
SCO0221,6.635408801,6.858074708,6.087312643,6.622886791,5.900769724,6.01161232,5.734197438,5.701315016,5.864793804
SCO0222,11.01198632,10.73992871,10.37598431,9.764869231,9.403058478,9.622981855,9.614405917,9.3711929,9.537149252
SCO0223,8.293549035,7.969109918,6.161161393,5.997224037,5.370435916,6.303934021,5.967626696,6.035588429,6.304178643
SCO0224,8.178637805,8.912302455,8.846607731,8.338370498,8.059925579,8.939879757,10.0956085,10.72578372,11.31653499
SCO0225,7.782686159,7.881574792,6.576854738,6.341544791,5.599573987,5.784027678,5.536144028,5.338120548,5.667277425
SCO0226,8.849685568,9.320420234,9.177679388,8.77426396,7.824500668,7.808174245,8.026027201,7.630364799,7.994520133
SCO0227,2.595085405,4.599285613,4.159292217,3.109794566,3.433506641,3.725626085,3.983794882,3.905451835,3.440736167
SCO0228,0.24161021,0.755957623,0.809672922,0.398184261,0.865327376,0.540071391,1.160550708,1.157733501,0.154662545
SCO0229,8.49582736,8.27608937,7.890315986,7.495618006,7.459431538,7.748435837,7.91741731,7.941585909,8.106304989
SCO0230,8.013996844,7.849577518,7.03373725,6.548510017,6.504154052,7.134471734,7.090930913,7.016047795,7.47296348
SCO0231,9.703771077,10.32223189,10.01317372,9.791240774,8.100772197,8.754377332,9.029873286,8.400809371,8.795328279
SCO0232,4.198591093,4.280959983,3.060796273,2.043851602,2.963958207,1.997966503,1.899249434,3.198440334,1.988347607
SCO0233,7.426768184,7.480759032,6.934331036,6.503754753,6.602772529,6.759543247,6.752046518,6.461299168,6.96852876
SCO0234,4.105649373,3.078456048,4.2634162,3.684347107,4.80485372,4.335998069,4.544859395,4.177741234,3.59790374
SCO0235,8.205015614,8.202230107,7.394578072,7.194039641,7.101300042,7.170981807,7.256062883,7.071066043,7.444663579
SCO0236,6.55949501,6.761905396,6.039775,6.040034078,6.179111234,6.315350842,6.226362058,6.394444697,6.607561422
SCO0237,4.739893566,4.955828186,5.374071542,5.381465496,5.534751229,5.494500928,5.234936639,5.255480677,5.261124895
SCO0238,5.91653779,6.208191281,5.469025212,5.159942039,5.11646662,5.383715708,5.184158227,5.127946821,5.032364423
SCO0239,8.328590577,8.393358003,8.072272358,8.314499891,7.428993444,7.36690377,7.272382196,7.124687212,7.521888492
SCO0240,6.267664812,6.027708843,5.884275709,5.833502181,6.17797684,6.152208819,6.022701943,5.983799727,5.728588623
SCO0241,7.043242249,6.876720869,6.187580052,5.959558206,5.969629894,6.171646263,6.031153336,6.267319833,6.42755034
SCO0242,8.979036815,9.404221339,8.819724372,9.538831055,9.152714285,9.429944457,9.54831173,9.337753408,9.71931032
SCO0243,8.073531579,8.515165467,7.49374997,8.473237013,7.722811058,8.329007394,8.404949383,8.242565968,8.924458904
SCO0244,8.85812362,8.260795492,7.512035663,8.070011339,7.527800235,7.795267117,7.781980027,7.716492828,7.99363262
SCO0245,9.144836153,8.659408508,8.379768223,8.145503532,8.139028463,8.390580477,8.470259981,8.433568294,8.472478096
SCO0246,10.81885237,10.43647834,10.26432909,9.683194345,9.802333191,9.908538702,9.962866376,9.958047152,9.940050593
SCO0247,13.54362219,13.42367859,13.07052159,13.18886146,13.26864388,13.2952199,13.17902173,13.18412302,13.18478184
SCO0248,6.123448341,6.081858264,4.849876791,5.374983263,5.377661079,5.469052487,5.221365989,5.562773197,5.287610477
SCO0249,7.762382192,7.400727954,7.848021826,7.403071576,7.978714318,7.657670042,7.664633104,7.848512234,7.408197114
SCO0250,7.447146067,7.019967494,6.325236489,6.376438825,6.386697521,6.496726398,6.575757564,6.569734343,6.594297126
SCO0251,3.076062976,2.389660878,1.924403519,1.486927103,2.807031348,2.212108195,2.845645858,2.944403253,2.382178791
SCO0252,7.457834409,7.177728311,7.159295637,6.819010312,6.917160123,7.057594727,6.841879234,7.0014745,7.29780441
SCO0253,7.244928309,7.018076969,6.122496417,6.361532367,6.069533443,6.362378521,6.142626339,6.185303626,6.228926422
SCO0254,7.158256577,7.233547001,6.635838333,6.855391586,6.655436725,6.634982449,6.717478899,6.929484644,7.316173238
SCO0255,6.776733565,7.318234651,7.282971726,6.960317941,7.361225379,7.303700712,7.270045807,7.335519955,6.947510134
SCO0256,5.618218831,5.221893319,5.768198528,5.260057223,5.760818578,6.411955465,6.297040636,6.833622554,6.776306786
SCO0257,6.380781314,5.655024729,5.992178274,5.524684408,5.860938531,6.127581312,6.353578275,6.671590121,6.875966777
SCO0258,5.326746076,5.53026971,5.30006334,5.251054153,5.81877715,5.896682416,5.881074092,6.19330266,5.693714983
SCO0259,6.646948187,6.281504817,6.32518053,6.787539689,6.575494998,7.00995524,7.254787983,7.336038771,7.272042363
SCO0260,9.388329904,9.402539486,8.842719832,8.615285734,8.364924969,8.452368183,8.721163722,8.398288235,8.929103457
SCO0261,6.958428439,7.104425626,5.956043809,5.810860935,5.424975744,5.950916854,5.910737291,6.040219469,6.543851906
SCO0262,8.142757101,8.039289005,7.486572517,7.112188205,7.201601469,7.509224903,7.594571136,7.413810278,7.719902903
SCO0263,7.345978585,7.045782549,7.000218887,6.49941282,7.035330304,6.745859691,7.00245905,6.838316469,6.894041922
SCO0264,6.948169657,7.059636427,6.060209457,5.907123678,5.682235506,6.294507325,5.780086124,6.066905298,6.523398655
SCO0265,8.182315446,8.249012585,7.74889802,7.732159048,7.553283835,7.85517605,7.873639161,7.745516544,8.08059614
SCO0266,5.843375166,5.787704923,6.26392583,6.025674003,6.404924915,6.016643019,5.845364057,6.308176737,5.886454939
SCO0267,5.807407066,5.784223729,5.698890275,5.6044185,5.776351122,5.665393136,5.740475863,5.607170837,5.646290883
SCO0268,7.147568552,8.093832179,6.689657657,8.484621694,8.031334557,8.496462627,8.755978981,8.142480506,8.942624306
SCO0269,7.694274724,8.515597813,8.879651654,9.477746466,9.891477562,9.621344877,9.832506192,9.768789911,9.4564838
SCO0270,5.90520576,7.041365488,6.973501128,7.519792518,7.867309938,7.676538453,7.854613864,7.858563371,7.586707518
SCO0271,5.433695895,4.391543383,5.245073733,5.63824244,5.65837323,5.673311152,5.66857066,5.503430901,5.475409277
